"ID","Key","Value"
"id-718769","Code","C.1.1.4"
"id-718769","Level","3"
"id-718769","Name (en)","Maintain relationship with customers"
"id-718769","Documentation (en)","The ability to maintain positive and constructive relationships with customers."
"id-85d72057316a450088d66dc921316988","Code","C.A.1.2.1"
"id-85d72057316a450088d66dc921316988","Level","3"
"id-85d72057316a450088d66dc921316988","Name (en)","Offer connection"
"id-723015","Level","3"
"id-723015","Name (en)","Goods movement"
"id-723015","Source","goods movement (SAP)"
"id-723015","Search term","pakbon"
"id-723015","Search term","bill of materials (BOM)"
"id-723015","Search term","stuklijst"
"id-723015","Note","Hieronder wordt mede verstaan de ontvangst, reservering, uitgifte en retournering van goederen."
"id-718782","Code","C.6.1.3"
"id-718782","Level","3"
"id-718782","Name (en)","Operate energy markets"
"id-718782","Documentation (en)","The ability to operate energy markets to enable the trading of energy services such as over-the-counter markets and energy exchanges, energy trading markets, capacity, balancing and ancillary services in all time frames including forward, day-ahead and intraday markets."
"id-723068","Level","3"
"id-723068","Name (en)","Maintenance or inspection order"
"id-ab1379b9161b42f7b6dd15fff0c7d69e","Level","3"
"id-ab1379b9161b42f7b6dd15fff0c7d69e","Code","C.B.1.1.1"
"id-ab1379b9161b42f7b6dd15fff0c7d69e","Name (en)","Process reconstruction option request"
"id-2b59ef87bf4e49918e0bb1f410277e70","Level","3"
"id-2b59ef87bf4e49918e0bb1f410277e70","Code","C.D2.5.2.1"
"id-2b59ef87bf4e49918e0bb1f410277e70","Name (en)","Execute disturbance recovery work"
"id-722911","Level","3"
"id-722911","Name (en)","Grid component performance"
"id-722911","Source","prestatie in het kader van assetmanagement (ISO 55000)"
"id-723005","Level","3"
"id-723005","Name (en)","Standard work product"
"id-723005","Search term","maakproduct"
"id-723005","Search term","standaard opdrachtproduct"
"id-723005","Search term","typical"
"id-723005","Search term","intern product"
"id-723005","Search term","bill of materials (BOM)"
"id-723005","Search term","stuklijst"
"id-723005","Search term","uitvoeringsbestek"
"id-736360","Code","E.1.1.3"
"id-736360","Level","3"
"id-736360","Name (en)","Determine strategy"
"id-736360","Documentation (en)","The ability to determine strategy (what we need to do) based on strategic objectives derived from the mission and vision."
"id-718818","Code","E.1.1.5"
"id-718818","Level","3"
"id-718818","Name (en)","Monitor business performance"
"id-718818","Documentation (en)","The ability to measure, test (against standards) and compare (benchmark) the company's performance."
"id-718697","Code","C.3.3.1"
"id-718697","Level","3"
"id-718697","Name (en)","Develope a vision on energy grids"
"id-718697","Documentation (en)","The ability to develop a vision for energy grids, for example by making use of innovations."
"id-718726","Code","C.3.1.5"
"id-718726","Level","3"
"id-718726","Name (en)","Create Functional requirements/design"
"id-718726","Documentation (en)","The ability to functionally design the particular adjustments including determining the set of requirements for the change."
"id-db2c5d58b04745f0972685c7f24c4202","Level","3"
"id-db2c5d58b04745f0972685c7f24c4202","Code","C.H.1.3.2"
"id-db2c5d58b04745f0972685c7f24c4202","Name (en)","Invoice and collect dataproduct"
"id-c6868b832fb2474684d4cc4e6397a946","Level","3"
"id-c6868b832fb2474684d4cc4e6397a946","Name (en)","Grid revision or finding"
"id-c6868b832fb2474684d4cc4e6397a946","Search term","administratief gereed"
"id-c6868b832fb2474684d4cc4e6397a946","Search term","administratieve oplevering"
"id-c6868b832fb2474684d4cc4e6397a946","Search term","huisaansluitingschets"
"id-276cfbb870dc45eea10cbb129dc8fe10","Level","3"
"id-276cfbb870dc45eea10cbb129dc8fe10","Code","C.F.4.2.2"
"id-276cfbb870dc45eea10cbb129dc8fe10","Name (en)","Control energy transport"
"id-718752","Code","C.2.2.4"
"id-718752","Level","3"
"id-718752","Name (en)","Recover from disturbances and outages"
"id-718752","Documentation (en)","The ability to put the energy grid 'in operation' in order to minimise the disturbance impact (outage minutes of consumers)."
"id-92c660f63bd4444cbe5c331954fc9cfb","Level","3"
"id-92c660f63bd4444cbe5c331954fc9cfb","Code","C.F.2.2.2"
"id-92c660f63bd4444cbe5c331954fc9cfb","Name (en)","Attribute energy exchange"
"id-da40b02a29054921b3eb2544dee245e4","Level","3"
"id-da40b02a29054921b3eb2544dee245e4","Code","C.D1.2.1.1"
"id-da40b02a29054921b3eb2544dee245e4","Name (en)","Issue maintenance work"
"id-729620","Level","3"
"id-729620","Name (en)","Work portfolio"
"id-729620","Search term","werksamenstelling"
"id-718712","Code","C.5.1.1"
"id-718712","Level","3"
"id-718712","Name (en)","Prepare and maintain work portfolio"
"id-718712","Documentation (en)","The ability to prepare and maintain a portfolio for work on energy grids, taking into account the capacity. This concerns the service provider portfolio, like Sales&OperationsPlanning (S&OP) - Supply."
"id-723032","Level","3"
"id-723032","Name (en)","Environmental analysis"
"id-723032","Search term","bodemkwaliteit"
"id-723032","Search term","fysieke leefomgeving"
"id-723032","Search term","ondergrond"
"id-718810","Code","C.1.2.3"
"id-718810","Level","3"
"id-718810","Name (en)","Develop and manage products and services"
"id-718810","Documentation (en)","The ability fo develop and manage products and services. This includes developing customer journeys and managing tariffs."
"id-469274","Level","3"
"id-469274","Name (en)","Customer invoice"
"id-469274","Source","factuur (Wikipedia)"
"id-469274","Search term","uitgaande factuur"
"id-469274","Search term","creditnota"
"id-736110","Level","3"
"id-736110","Name (en)","Data analysis model"
"id-736110","Search term","gegevensanalysemodel"
"id-736110","Search term","data science model"
"id-736110","Search term","algoritme"
"id-736110","Search term","dataproduct"
"id-4eeb7050caba4ef5b56c305b2440f550","Level","3"
"id-4eeb7050caba4ef5b56c305b2440f550","Code","C.E.1.2.2"
"id-4eeb7050caba4ef5b56c305b2440f550","Name (en)","Agree on capacity service"
"id-718814","Code","E.1.3.4"
"id-718814","Level","3"
"id-718814","Name (en)","Manage research and innovation"
"id-718814","Documentation (en)","The ability to conduct and manage research and innovation. This also includes managing the innovation funnel/distinguishing between promising and less promising innovations."
"id-469285","Level","3"
"id-469285","Name (en)","Facility product"
"id-469285","Search term","toegangspas"
"id-469285","Search term","ruimtereservering"
"id-469285","Search term","schoonmaak"
"id-469285","Search term","catering"
"id-469285","Search term","verhuizing"
"id-469285","Search term","poststuk"
"id-469285","Search term","facilitaire dienst"
"id-723119","Level","3"
"id-723119","Name (en)","Energy prediction"
"id-723119","Source","prognose (Begrippencode elektriciteit)"
"id-723119","Search term","T-prognose"
"id-723119","Search term","GLDPM"
"id-723119","Search term","GLMD-bericht"
"id-723119","Search term","transportprognose"
"id-723119","Search term","elektriciteitsprogramma"
"id-723119","Search term","balanceringsportfolio"
"id-723119","Search term","energieprogramma"
"id-723119","Search term","entryprogramma"
"id-723119","Search term","exitprogramma"
"id-723119","Search term","nominatie"
"id-723119","Source","elektriciteitsprogramma (Energiewet)"
"id-723119","Source","balanceringsportfolio (Energiewet)"
"id-723094","Level","3"
"id-723094","Name (en)","Congestion area"
"id-723094","Source","congestiegebied (Regeling inzake tariefstructuren en voorwaarden elektriciteit)"
"id-723094","Search term","transportschaarstegebied"
"id-718702","Code","C.3.1.1"
"id-718702","Level","3"
"id-718702","Name (en)","Collect and analyse/simulate (changed) need for capacity and functionality"
"id-718702","Documentation (en)","The ability to collect, analyse and simulate (changing) need for capacity and functionality. Think of: long term, investments/capex planning."
"id-160f56cb5add4fa5a3ecdf5e67390568","Level","3"
"id-160f56cb5add4fa5a3ecdf5e67390568","Code","C.E.1.1.1"
"id-160f56cb5add4fa5a3ecdf5e67390568","Name (en)","Notify of capacity participation obligation"
"id-718732","Code","C.4.1.1"
"id-718732","Level","3"
"id-718732","Name (en)","Perceive energy transport and energy grids and transform into measurements"
"id-718732","Documentation (en)","The ability to perceive energy transport and energy grids (net throughput, function performance, net component property) and transform into measurements (measurement data)."
"id-4f040e82ba93481ba43f66c44701fc00","Level","3"
"id-4f040e82ba93481ba43f66c44701fc00","Code","C.G.2.1.2"
"id-4f040e82ba93481ba43f66c44701fc00","Name (en)","Determine energy exchange"
"id-468886","Level","3"
"id-468886","Name (en)","Connection"
"id-468886","Source","aansluiting (Elektriciteitswet 1998)"
"id-468886","Source","aansluiting (Gaswet)"
"id-468886","Search term","overdrachtspunt"
"id-468886","Search term","allocatiepunt"
"id-468886","Search term","aansluitlocatie"
"id-468886","Note","Aansluitingen worden onderscheiden naar kleinverbruikaansluitingen en grootverbruikaansluitingen."
"id-468886","Search term","meetinrichting"
"id-468886","Search term","tarief"
"id-736403","Code","E.7.2.3"
"id-736403","Level","3"
"id-736403","Name (en)","Manage liquid assets"
"id-736403","Documentation (en)","The ability to manage liquid assets. This also includes managing bank accounts."
"id-736509","Code","E.3.3.4"
"id-736509","Level","3"
"id-736509","Name (en)","Manage sick leave"
"id-736509","Documentation (en)","The ability to manage employee absenteeism due to illness. This includes the activities of the Gatekeeper Act, including registering absenteeism, assessing it, promoting recovery and returning to work by employers and employees together with the occupational health and safety service and the company doctor."
"id-722996","Level","3"
"id-722996","Name (en)","Preliminary or final design"
"id-722996","Search term","voorontwerp"
"id-722996","Search term","detailontwerp"
"id-722996","Search term","netontwerp"
"id-722996","Note","Het gaat hier om de inzet van netcomponenttypes op netfuncties."
"id-736278","Code","E.4.4.2"
"id-736278","Level","3"
"id-736278","Name (en)","Assure operation of digital products"
"id-736278","Documentation (en)","The ability to ensure the operation of digital products. This includes defining and applying diagnostics and recovery activities (runbooks), controlling events and monitoring performance. The actual adjustment of the production environment (e.g. patching) takes place in E.4.2 and E.4.3).  (IT4IT - Assure)"
"id-718694","Code","C.3.3.5"
"id-718694","Level","3"
"id-718694","Name (en)","Develop grid components"
"id-718694","Documentation (en)","The ability to develop grid components, whether or not in collaboration with manufacturers/partners. Grid components can be atomic grid components such as a device or composite grid components such as a station, but also digital components or functions."
"id-736027","Level","3"
"id-736027","Name (en)","Valuation"
"id-736027","Source","waardering (Van Dale)"
"id-736027","Search term","vaste activa"
"id-736027","Search term","materieel vast actief"
"id-736027","Search term","waardebepaling"
"id-736027","Search term","taxatie"
"id-736027","Search term","afschrijving"
"id-9cfb2dc94cf44334aebcd45b99eb0b03","Level","3"
"id-9cfb2dc94cf44334aebcd45b99eb0b03","Code","C.G.1.1.1"
"id-9cfb2dc94cf44334aebcd45b99eb0b03","Name (en)","Make energy exchange measurements available"
"id-718709","Code","C.3.2.3"
"id-718709","Level","3"
"id-718709","Name (en)","Analyse alternatives to mitigate quality risk and determine mitigating measures"
"id-718709","Documentation (en)","The ability to formulate and analyse alternatives for mitigation of grid risk quality/bottleneck resolution and determine mitigating measures."
"id-718821","Code","E.1.2.2"
"id-718821","Level","3"
"id-718821","Name (en)","Monitor and influence laws and regulations"
"id-718821","Documentation (en)","The ability to identify relevant regulations, influence them, oversee the impact and assign within the grid operator."
"id-469075","Level","3"
"id-469075","Name (en)","Investment plan"
"id-469075","Source","investeringsplan (Elektriciteitswet 1998)"
"id-469075","Source","investeringsplan (Gaswet)"
"id-469075","Search term","IP"
"id-469075","Search term","netstructuurplan"
"id-469075","Search term","strategisch assetmanagementplan"
"id-736043","Level","3"
"id-736043","Name (en)","Company building strategy"
"id-736043","Search term","huisvestingsplan"
"id-736057","Level","3"
"id-736057","Name (en)","Purchasing plan"
"id-736057","Search term","aanbestedingsstrategie"
"id-736398","Code","E.7.1.2"
"id-736398","Level","3"
"id-736398","Name (en)","Plan finance"
"id-736398","Documentation (en)","The ability to plan and budget finances for (multi) years. This also includes budgeting."
"id-718767","Code","C.1.1.5"
"id-718767","Level","3"
"id-718767","Name (en)","Collect energy transport demand"
"id-718767","Documentation (en)","The ability to estimate the energy transport demand of parties in the area by collecting and processing information (in consultations), such as Regional Energy Strategy (RES), government and business initiatives. This also includes interest shown by customers (preliminary phase at C.1.1.2)"
"id-718696","Code","C.3.3.3"
"id-718696","Level","3"
"id-718696","Name (en)","Develop strategy on energy grids"
"id-718696","Documentation (en)","The ability to develop a strategy on energy grids and the energy supply."
"id-718742","Code","C.6.3.4"
"id-718742","Level","3"
"id-718742","Name (en)","Facilitate market settlement"
"id-718742","Documentation (en)","The ability to facilitate market settlement processes. Market settlement processes include imbalance settlement in the form of allocation and reconciliation, but also other settlement processes such as congestion, peer-2-peer or other settlements that must take place with (market) parties. Depending on the process, facilitation takes place by collecting allocations, editing them where necessary and offering them to the parties or processes that carry out the actual settlement. Financial settlement follows in the financial support process."
"id-718796","Code","C.6.3.2"
"id-718796","Level","3"
"id-718796","Name (en)","Exchange energy predictions"
"id-718796","Documentation (en)","The ability to exchange energy predictions (forecast, nomination). Think of energy predictions with Balance Responsible Party."
"id-9612d67a79fd4834a27c8c731b60a1ea","Level","3"
"id-9612d67a79fd4834a27c8c731b60a1ea","Code","C.F.2.1.1"
"id-9612d67a79fd4834a27c8c731b60a1ea","Name (en)","Integrate transport rights into market processes"
"id-736025","Level","3"
"id-736025","Name (en)","Financing"
"id-736025","Search term","lening"
"id-736025","Search term","aandeelhouder"
"id-736025","Search term","subsidie"
"id-718749","Code","C.2.2.3"
"id-718749","Level","3"
"id-718749","Name (en)","Analyse disturbances"
"id-718749","Documentation (en)","The ability to (instantly) determine the cause/causes and/or consequences of the malfunction, for the purpose of solving the malfunction, usually by the technician and/or operator."
"id-718770","Code","C.1.3.3"
"id-718770","Level","3"
"id-718770","Name (en)","Manage and collect outstanding claims"
"id-718770","Documentation (en)","The ability to get outstanding claims paid on time, taking into account legal deadlines. This also includes engaging a claims collector or making a payment arrangement. Receiving and processing the payment is part of capability 'E.7.2.3 - Manage liquid assets' and 'E.7.3.1 - Manage financial transactions'."
"id-736138","Level","3"
"id-736138","Name (en)","Privacy risk"
"id-736055","Level","3"
"id-736055","Name (en)","Purchasing strategy"
"id-736055","Search term","inkoopbeleid"
"id-736055","Search term","aanbestedingsbeleid"
"id-736055","Search term","aanbestedingsstrategie"
"id-736055","Search term","categoriestrategie"
"id-d4977e5f681d448a9f21a856638a9973","Level","3"
"id-d4977e5f681d448a9f21a856638a9973","Code","C.D2.3.1.4"
"id-d4977e5f681d448a9f21a856638a9973","Name (en)","Solve outage"
"id-723109","Level","3"
"id-723109","Name (en)","Energy exchange"
"id-723109","Source","meetgegevens (Begrippencode elektriciteit)"
"id-723109","Source","energie-uitwisseling (Netcode elektriciteit)"
"id-723109","Search term","gebruik"
"id-723109","Search term","verbruik"
"id-723109","Search term","meetgegevens"
"id-723109","Search term","meetdata"
"id-723109","Search term","meterstand"
"id-723109","Search term","standaardjaarvolume"
"id-723109","Search term","standaardjaarverbruik (SJV)"
"id-723109","Search term","standaardjaarinvoeding (SJI)"
"id-723109","Search term","standaardjaarafname (SJA)"
"id-723109","Search term","netverlies"
"id-723109","Search term","afname"
"id-723109","Search term","invoeding"
"id-723109","Search term","teruglevering"
"id-479212","Level","3"
"id-479212","Name (en)","Customer interaction"
"id-479212","Source","contactmoment (Gemma)"
"id-479212","Search term","klantinteractie"
"id-479212","Search term","klantevent"
"id-479212","Search term","klantvraag"
"id-718721","Code","C.3.1.8"
"id-718721","Level","3"
"id-718721","Name (en)","Issue and monitor the assignments for grid adjustments"
"id-718721","Documentation (en)","The ability to provide the assignment for the adjustment to the contractor including the functional design/set of requirements. Monitoring the grid adjustment, including providing input to (long-term) planning in case of delivery (planning) deviation and to functional design in case of deviation from the functional design/set of requirements. "
"id-736540","Code","E.3.3.5"
"id-736540","Level","3"
"id-736540","Name (en)","Register leave"
"id-736540","Documentation (en)","The ability to request and register (emergency) leave."
"id-e7b201a541ba4f4280e4baac3c0e78ed","Level","3"
"id-e7b201a541ba4f4280e4baac3c0e78ed","Code","C.E.1.1.3"
"id-e7b201a541ba4f4280e4baac3c0e78ed","Name (en)","Answer question about adjustable power"
"id-469282","Level","3"
"id-469282","Name (en)","Worker"
"id-469282","Source","medewerker (HORA)"
"id-469282","Search term","werknemer"
"id-469282","Search term","fix fee persoon"
"id-469282","Search term","interne medewerker"
"id-469282","Search term","externe medewerker"
"id-469282","Search term","eigen personeel (EP)"
"id-469282","Search term","ander personeel (AP)"
"id-469282","Search term","medewerkertevredenheid"
"id-469282","Search term","sollicitant"
"id-469282","Note","Voorbeelden zijn werknemers met een arbeidsrelatie, zelfstandigen, ingeleende arbeidskrachten en stagiaires. Medewerkers van aannemers en dienstverleners kunnen ook worden beschouwd als medewerker van de netbeheerder."
"id-718700","Code","C.5.4.4"
"id-718700","Level","3"
"id-718700","Name (en)","Distribute goods physically"
"id-718700","Documentation (en)","The ability to distribute goods physically. Think about: from central warehouse to decentralised warehouse, to workplace, to car."
"id-718746","Code","C.6.4.1"
"id-718746","Level","3"
"id-718746","Name (en)","Make grid operator data available for third parties"
"id-718746","Documentation (en)","The ability to make grid operator data available to third parties. The law recognizes four types of data sharing. This capability concerns data sharing on request (consent), data requests from third parties (this concerns, for example, the provision of information for the guarantees and certificates of origin process) and open data. Making data available for the market (system) processes is therefore not included."
"id-736130","Level","3"
"id-736130","Name (en)","Business risk"
"id-736130","Search term","verzekering"
"id-736130","Search term","compliancerisico"
"id-736519","Code","E.4.1.1"
"id-736519","Level","3"
"id-736519","Name (en)","Develop and manage digital technology strategy"
"id-736519","Documentation (en)","The ability to develop and drive digital technology strategy. (IT4IT - Strategy)"
"id-479419","Level","3"
"id-479419","Name (en)","Facility"
"id-479419","Source","installatie (Begrippencode elektriciteit)"
"id-479419","Source","installatie (gasinstallatie (Begrippencode gas)"
"id-479419","Search term","klantinstallatie"
"id-479419","Search term","opwekker"
"id-479419","Search term","productie-installatie"
"id-479419","Search term","GCvO-installatie"
"id-479419","Search term","elektriciteitsproductie-eenheid"
"id-479419","Search term","verbruikseenheid"
"id-479419","Search term","energieopslageenheid"
"id-479419","Search term","systeemelement"
"id-479419","Search term","SDE++"
"id-479419","Search term","subsidieregeling"
"id-718710","Code","C.3.2.5"
"id-718710","Level","3"
"id-718710","Name (en)","Provide and monitor assignments for maintenance and inspection orders"
"id-718710","Documentation (en)","The ability to issue the assignment for maintenance and/or inspection to the contractor. Monitoring/measuring maintenance and/or inspections, including providing input to (multi-year) planning in case of deviation outside the bandwidth. "
"id-1bf0fdf33658458dbf2132f8481d11ec","Level","3"
"id-1bf0fdf33658458dbf2132f8481d11ec","Code","C.B.4.1.1"
"id-1bf0fdf33658458dbf2132f8481d11ec","Name (en)","Include reconstruction in energy transport control"
"id-c0b72be21b444a749210910555e7dd13","Level","3"
"id-c0b72be21b444a749210910555e7dd13","Name (en)","Disturbance root cause"
"id-718730","Code","C.3.1.3"
"id-718730","Level","3"
"id-718730","Name (en)","Analyse alternatives for mitigation of risk on capacity and/or functionality and determine mitigating measures"
"id-718730","Documentation (en)","The ability to prepare and analyse alternatives for mitigation of capacity and/or functionality grid risks / fixing bottlenecks. For example: scenarios, costs and benefits, value case."
"id-1a44ce1a105c4e78be2a1e38fd9d072a","Level","3"
"id-1a44ce1a105c4e78be2a1e38fd9d072a","Name (en)","Capacity measure"
"id-718793","Code","C.4.2.2"
"id-718793","Level","3"
"id-718793","Name (en)","Validate measurements"
"id-718793","Documentation (en)","The ability to check measurements against validition rules and correct them if necessary. This also includes complementing missing time series."
"id-729682","Level","3"
"id-729682","Name (en)","Market activity"
"id-729682","Source","verzoek, marktproces (Informatiecode elektriciteit en gas)"
"id-729682","Search term","marktbericht"
"id-729682","Search term","marktverzoek"
"id-b5c725e6fb32409397bdee440b15b16c","Level","3"
"id-b5c725e6fb32409397bdee440b15b16c","Code","C.H.1.2.1"
"id-b5c725e6fb32409397bdee440b15b16c","Name (en)","Offer dataproduct"
"id-cede0da2f4ca43cebc49d3f735d9907a","Code","C.A.4.2.1"
"id-cede0da2f4ca43cebc49d3f735d9907a","Level","3"
"id-cede0da2f4ca43cebc49d3f735d9907a","Name (en)","Perform connection work"
"id-960f38e3c05c4abbacd6d372525c58cb","Code","C.A.2.1.2"
"id-960f38e3c05c4abbacd6d372525c58cb","Level","3"
"id-960f38e3c05c4abbacd6d372525c58cb","Name (en)","Process installation registration"
"id-edf64465261b45aeb7a1a82f1de53cbe","Code","C.3.1.9"
"id-edf64465261b45aeb7a1a82f1de53cbe","Level","3"
"id-edf64465261b45aeb7a1a82f1de53cbe","Name (en)","Include grid component in lifecycle management"
"id-edf64465261b45aeb7a1a82f1de53cbe","Documentation (en)","The ability to safeguard adjustments to assets in the asset registrations during the entire life cycle of the assets."
"id-736500","Code","E.3.2.3"
"id-736500","Level","3"
"id-736500","Name (en)","Allow employees to resign"
"id-736500","Documentation (en)","The ability to guide employees from work to work, both on employee and employer initiative. This also includes managing the retirement of employees and keeping in touch with former employees."
"id-ac8f2b01b2114141bb0337c3a9d8e45c","Level","3"
"id-ac8f2b01b2114141bb0337c3a9d8e45c","Code","C.B.2.1.1"
"id-ac8f2b01b2114141bb0337c3a9d8e45c","Name (en)","Issue grid adjustment for reconstruction"
"id-6a2ffbe247c94049b529ad1eb288023e","Code","C.A.1.2.2"
"id-6a2ffbe247c94049b529ad1eb288023e","Level","3"
"id-6a2ffbe247c94049b529ad1eb288023e","Name (en)","Agree connection"
"id-736029","Level","3"
"id-736029","Name (en)","Payment order"
"id-736029","Search term","vlottende passiva"
"id-736029","Search term","crediteur"
"id-736029","Search term","factuur"
"id-736035","Level","3"
"id-736035","Name (en)","Finance strategy"
"id-736035","Search term","financieel beleid"
"id-736377","Code","E.6.2.2"
"id-736377","Level","3"
"id-736377","Name (en)","Manage personal mobility"
"id-736377","Documentation (en)","The ability to facilitate the mobility of people. This includes transport by car and public transport."
"id-736496","Code","E.4.1.2"
"id-736496","Level","3"
"id-736496","Name (en)","Manage digital product portfolio"
"id-736496","Documentation (en)","The ability to develop and manage portfolio of digital products. (IT4IT - Portfolio)"
"id-16e283f61426467aa07078198a05f062","Level","3"
"id-16e283f61426467aa07078198a05f062","Code","C.E.4.2.1"
"id-16e283f61426467aa07078198a05f062","Name (en)","Make capacity service available for on-call"
"id-3afdb297421c4853a9e4ed26342ed439","Code","C.A.2.1.1"
"id-3afdb297421c4853a9e4ed26342ed439","Level","3"
"id-3afdb297421c4853a9e4ed26342ed439","Name (en)","Incorporate connection into market processes"
"id-736180","Level","3"
"id-736180","Name (en)","Digital product performance"
"id-736180","Search term","incident"
"id-736180","Search term","problem"
"id-736180","Search term","alert"
"id-736180","Search term","event log"
"id-af5c92fce1764cf499acd84f745633bc","Level","3"
"id-af5c92fce1764cf499acd84f745633bc","Code","C.D2.3.1.3"
"id-af5c92fce1764cf499acd84f745633bc","Name (en)","Analyse disturbance"
"id-723073","Level","3"
"id-723073","Name (en)","Digging message"
"id-723073","Source","graafbericht (Wet informatie-uitwisseling bovengrondse en ondergrondse netten en netwerken)"
"id-723073","Search term","KLIC"
"id-723073","Search term","graafmelding"
"id-722923","Level","3"
"id-722923","Name (en)","Non-availability"
"id-722923","Source","niet-beschikbaarhied (Netcode elektriciteit)"
"id-722923","Search term","voorziene niet-beschikbaarheid (VNB)"
"id-722923","Search term","onvoorziene niet-beschikbaarheid (ONB)"
"id-c998d80d87c24dffb23a391b36f06cec","Level","3"
"id-c998d80d87c24dffb23a391b36f06cec","Code","C.D1.1.2.1"
"id-c998d80d87c24dffb23a391b36f06cec","Name (en)","Include grid components for grid replacement in life cycle management"
"id-718800","Code","C.6.4.2"
"id-718800","Level","3"
"id-718800","Name (en)","Manage issued permissions"
"id-718800","Documentation (en)","The ability to manage, issued permissions of consumers, concerning sharing energy consumption and productiondata with allowed parties. This is a GUE responsibility."
"id-723122","Level","3"
"id-723122","Name (en)","Capacity service"
"id-723122","Search term","bieding balanceringsenergie"
"id-723122","Search term","bieding redispatch"
"id-723122","Search term","balanceringscapaciteit"
"id-723122","Search term","redispatchcapaciteit"
"id-723122","Search term","opregel- of afregelaanbod"
"id-723122","Search term","congestiebeheersdienst"
"id-723122","Search term","congestiemanagementdienst"
"id-723122","Search term","systeembeheersdienst"
"id-723122","Search term","capaciteitssturing"
"id-723122","Search term","capaciteitsbeperking"
"id-723122","Search term","ondersteunende dienst"
"id-723122","Search term","balanceringsdienst"
"id-723122","Source","congestiebeheersdienst (Energiewet)"
"id-723122","Source","ondersteunende dienst (Energiewet)"
"id-699a10ca250241d8a1f20d55429950ad","Level","3"
"id-699a10ca250241d8a1f20d55429950ad","Code","C.E.1.2.1"
"id-699a10ca250241d8a1f20d55429950ad","Name (en)","Offer use of capacity service"
"id-722918","Level","3"
"id-722918","Name (en)","Switching situation"
"id-722918","Source","bedieningssituatie (BEIVIAG)"
"id-722918","Search term","schakeltoestand"
"id-722918","Search term","actuele netconfiguratie"
"id-722918","Search term","netsituatie"
"id-722918","Search term","schakelstand"
"id-722918","Search term","bedieningshandeling"
"id-722918","Search term","bedrijfssituatie"
"id-722918","Search term","bedrijfstoestand"
"id-722918","Search term","bedrijfsomstandigheden"
"id-736549","Code","E.2.2.3"
"id-736549","Level","3"
"id-736549","Name (en)","Make data reusable"
"id-736549","Documentation (en)","The ability to make data reusable in accordance with a logical model (FAIR). This also includes making master and/or reference data available (e.g. weather data, land registry data, etc.)."
"id-736176","Level","3"
"id-736176","Name (en)","Digital product instance"
"id-736176","Source","desired product instance (Open Group IT4IT)"
"id-736176","Source","desired product instance (Open Group IT4IT)"
"id-736176","Search term","digitale identiteit"
"id-736176","Search term","user account"
"id-736176","Search term","service level agreement (SLA)"
"id-736176","Search term","request for change (RFC)"
"id-736176","Search term","autorisatie"
"id-736421","Code","E.7.3.3"
"id-736421","Level","3"
"id-736421","Name (en)","Implement financial control measures"
"id-736421","Documentation (en)","The ability to implement financial management measures (controls). This also includes ensuring the completeness of revenues, among other things by comparing measured performance with booked revenues (revenue assurance)."
"id-e3b3b6779da14902bf678e4bfe428a14","Level","3"
"id-e3b3b6779da14902bf678e4bfe428a14","Code","C.C.3.1.1"
"id-e3b3b6779da14902bf678e4bfe428a14","Name (en)","Issue grid adjustment work"
"id-718817","Code","E.1.3.1"
"id-718817","Level","3"
"id-718817","Name (en)","Define enterprise architecture"
"id-718817","Documentation (en)","The ability to draw up an enterprise architecture that provides direction for changes to organization, processes, systems, data and technology."
"id-468932","Level","3"
"id-468932","Name (en)","Travel movement"
"id-468932","Source","reis (Wikipedia)"
"id-468932","Search term","woon-werkverkeer"
"id-468932","Search term","zakelijk verkeer"
"id-472136","Level","3"
"id-472136","Name (en)","Work activity"
"id-472136","Search term","taak"
"id-472136","Search term","assetwerk"
"id-718763","Code","C.1.4.3"
"id-718763","Level","3"
"id-718763","Name (en)","Determine compensation for damage caused by work activities"
"id-718763","Documentation (en)","The ability to determine financial compensation for customers when an employee or contractor has caused damage to the customer."
"id-736146","Level","3"
"id-736146","Name (en)","Business performance"
"id-736146","Source","prestatie (Wikipedia)"
"id-736146","Search term","key performance indicator (KPI)"
"id-736146","Search term","objectives and key results (OKR)"
"id-736146","Search term","measure"
"id-469165","Level","3"
"id-469165","Name (en)","Work order"
"id-469165","Search term","case"
"id-469165","Search term","project"
"id-469165","Search term","werkorder"
"id-469165","Search term","WBS-element"
"id-469165","Search term","uitvoeringsopdracht"
"id-718766","Code","C.1.1.1"
"id-718766","Level","3"
"id-718766","Name (en)","Provide service to customers using channels"
"id-718766","Documentation (en)","The ability to offer customers and market parties services and support via (digital) channels, e.g. via telephone, email, website, social media, etc."
"id-736517","Code","E.2.1.2"
"id-736517","Level","3"
"id-736517","Name (en)","Orchestrate processes"
"id-736517","Documentation (en)","The ability to orchestrate the processes and thus control the realization of the result. This includes determining the activities to be carried out, managing the activities (managing actors), monitoring progress and providing insight into/reporting on progress at agreed times and/or upon request. This includes a task flow method of orchestration and a file flow (= case-oriented work) method of orchestration. This capability can be used to control the various underlying capabilities required to realize the E2E result (e.g. future-proof energy grid, connection, reliable energy grid, transport capacity, delivered energy, allocated energy exchange, grid management data). This capability can also be used within a capability context to orchestrate a capability process and thereby control the realization of the capability outcome. We refer to the object of orchestration as 'Case'."
"id-736136","Level","3"
"id-736136","Name (en)","Business continuity plan"
"id-736136","Source","business continuity plan (ISO 22301)"
"id-470684","Level","3"
